open_time,open,high,low,close,volume
2023-02-01,23114.0,23330.0,22804.0,22975.7,350864.59600000014
2023-02-02,22975.6,24281.4,22747.0,23843.3,748398.6409999994
2023-02-03,23843.4,24149.0,23222.0,23601.1,569968.4629999996
2023-02-04,23601.1,23719.9,23201.0,23420.1,288010.7200000002
2023-02-05,23420.1,23474.4,23000.0,23094.2,230902.8990000003
2023-02-06,23094.2,23155.5,22600.0,23040.5,422648.36300000036
2023-02-07,23040.5,23159.4,22622.1,22898.8,341792.90000000026
2023-02-08,22898.9,23450.0,22762.0,22862.4,488104.11100000044
2023-02-09,22862.4,23029.9,22341.1,22603.8,527661.2999999996
2023-02-10,22603.8,22614.7,21484.0,21649.0,661957.6079999985
2023-02-11,21648.9,21794.4,21405.0,21727.0,262954.70299999986
2023-02-12,21726.9,22000.5,21600.0,21931.4,225850.12800000003
2023-02-13,21931.4,22080.9,21410.0,21553.3,455635.5400000004
2023-02-14,21553.3,22320.0,21338.0,22033.3,618246.1569999994
2023-02-15,22033.4,22924.9,21910.2,22798.1,523057.885
2023-02-16,22798.0,25104.8,22730.1,25090.2,969419.154000001
2023-02-17,25090.2,25290.0,23350.0,24131.4,953847.1719999996
2023-02-18,24131.3,25043.2,23916.0,24670.0,608413.981000001
2023-02-19,24670.0,25073.5,24516.7,24929.7,310346.88499999983
2023-02-20,24929.7,25200.0,23827.0,24944.6,822457.6199999992
2023-02-21,24944.7,25347.6,24388.0,24554.0,623987.4539999999
2023-02-22,24554.0,24745.0,23621.0,23707.8,737583.9229999986
2023-02-23,23707.5,24588.0,23572.0,23940.0,803955.2650000005
2023-02-24,23940.0,24138.6,23310.5,23337.2,593558.5800000007
2023-02-25,23337.1,23339.3,22800.0,22996.4,505419.526000001
2023-02-26,22996.4,23332.4,22700.0,23239.7,305584.93099999893
2023-02-27,23239.8,23888.0,23130.0,23546.5,529123.5520000004
2023-02-28,23546.5,23603.9,23088.0,23511.2,509853.80599999893
2023-03-01,23511.1,24022.7,23008.4,23702.8,630618.0600000002
2023-03-02,23702.9,23790.5,23183.0,23350.3,466715.2130000003
2023-03-03,23350.3,23560.0,21883.2,22323.9,614272.876
2023-03-04,22324.0,22437.9,22126.0,22306.3,218142.2520000001
2023-03-05,22306.2,22650.0,22147.5,22424.4,288449.5389999995
2023-03-06,22424.5,22594.5,22240.1,22543.6,267064.40300000005
2023-03-07,22543.6,22576.1,21908.0,22307.5,447928.0240000003
2023-03-08,22307.6,22387.6,21800.0,22129.5,553548.0499999999
2023-03-09,22129.6,22209.2,21511.1,21637.4,499450.5039999996
2023-03-10,21637.4,21666.4,19521.6,19995.0,1594117.7110000004
2023-03-11,19995.0,20674.5,19752.5,20052.3,866334.7050000001
2023-03-12,20052.3,20531.0,19968.3,20347.9,419119.47
2023-03-13,20347.8,24517.2,20332.5,24009.0,1865565.4690000005
2023-03-14,24009.0,26489.9,23777.0,25911.3,1305070.3390000002
2023-03-15,25911.3,26025.7,23951.0,24480.1,1328872.8600000034
2023-03-16,24480.0,25060.0,23888.0,24880.6,873003.5300000017
2023-03-17,24880.7,26980.0,24590.9,26412.6,1123700.4180000015
2023-03-18,26412.7,27763.4,26250.0,27218.9,885692.4459999991
2023-03-19,27218.9,27799.9,26555.5,27534.3,643713.4850000006
2023-03-20,27533.7,28483.2,27120.6,27679.7,1090129.628
2023-03-21,27679.7,28252.5,27288.0,28028.7,724564.0729999995
2023-03-22,28028.7,28758.1,27902.0,28586.2,615491.815
2023-03-23,28586.1,28881.0,26590.0,28574.5,1177261.1599999983
2023-03-24,28574.6,28645.2,27312.5,27997.2,754546.6790000008
2023-03-25,27997.2,28040.0,26960.0,27631.4,458908.2800000008
2023-03-26,27631.4,28186.9,27131.8,27790.1,413626.394
2023-03-27,27790.1,28138.3,26480.0,26887.3,570503.5079999999
2023-03-28,26887.3,27300.0,26610.0,26984.9,563854.8130000001
2023-03-29,26984.8,28649.9,26720.3,28426.3,713949.9419999997
2023-03-30,28426.4,29184.8,28066.0,28282.8,672112.5539999997
2023-03-31,28282.8,28675.3,27500.0,28488.5,728413.9690000004
2023-04-01,28488.6,28845.3,28180.0,28387.2,324343.5199999999
2023-04-02,28387.2,28575.0,28022.0,28110.2,239667.07599999956
2023-04-03,28110.1,28540.0,27552.4,28032.5,605837.2189999995
2023-04-04,28034.1,28450.0,27166.0,28011.7,613446.9729999994
2023-04-05,28011.7,28800.0,27830.1,28014.9,507286.9519999999
2023-04-06,28015.0,28300.0,27684.2,28079.3,409649.2429999999
2023-04-07,28079.3,28156.2,27755.0,27930.2,258655.8490000001
2023-04-08,27930.2,28153.6,27822.9,28004.3,151197.84400000013
2023-04-09,28004.3,28078.1,27762.8,27873.6,193108.375
2023-04-10,27873.6,28590.0,27860.3,28427.7,358417.1949999997
2023-04-11,28427.7,30491.0,28368.9,30179.4,831703.0309999994
2023-04-12,30179.5,30564.0,29620.0,29948.0,625605.4809999992
2023-04-13,29948.0,30648.9,29736.0,30422.5,438785.74299999996
2023-04-14,30422.6,31059.0,30080.1,30226.7,580041.373
2023-04-15,30226.7,30599.9,29925.0,30319.9,270090.8159999997
2023-04-16,30319.9,30397.4,30102.0,30324.7,171984.27399999983
2023-04-17,30324.7,30560.0,29219.9,29346.5,469875.0440000006
2023-04-18,29346.5,30480.0,29078.1,30170.2,474587.36899999995
2023-04-19,30170.1,30450.0,28800.0,29247.9,566495.8190000007
2023-04-20,29248.0,29357.2,28300.0,28492.3,604204.6290000008
2023-04-21,28492.4,28650.0,27800.0,28032.8,641535.9250000006
2023-04-22,28032.8,28086.4,27100.0,27477.1,509030.40499999886
2023-04-23,27477.1,27888.0,27279.7,27460.2,358343.8720000004
2023-04-24,27460.2,28000.0,27140.0,27256.0,514779.54499999963
2023-04-25,27255.9,27583.6,26919.3,27329.5,409571.62799999956
2023-04-26,27329.5,30048.2,27302.4,29803.0,931619.3119999992
2023-04-27,29803.1,29899.0,27200.0,29136.7,1280049.6430000013
2023-04-28,29136.6,29898.0,28870.0,29133.9,688426.5590000006
2023-04-29,29134.0,29443.9,29080.3,29258.1,273850.5150000001
2023-04-30,29258.0,29950.0,29000.4,29644.2,293101.01299999974
2023-05-01,29644.4,29860.0,28052.1,28158.3,583245.2559999996
2023-05-02,28158.5,28778.0,27650.0,28521.1,588871.7529999999
2023-05-03,28521.0,28888.0,28080.0,28292.7,448228.72299999965
2023-05-04,28292.6,29380.0,28200.0,28850.0,710020.6590000005
2023-05-05,28850.0,29551.0,28618.3,29347.4,507732.42199999955
2023-05-06,29347.5,29840.0,28333.0,28557.9,533429.2850000005
2023-05-07,28557.9,29137.0,28519.4,28933.1,310825.3180000002
2023-05-08,28933.1,29019.9,27550.0,27874.1,558062.9459999994
2023-05-09,27874.2,27918.0,27250.0,27385.8,469112.7490000001
2023-05-10,27385.8,28297.0,27334.6,28141.2,445905.73399999994
2023-05-11,28141.2,28290.0,26666.6,27166.3,727657.6640000008
2023-05-12,27166.3,27214.4,26100.1,26307.7,576557.517
2023-05-13,26307.6,26974.1,25751.0,26802.0,396594.76600000035
2023-05-14,26802.0,27200.0,26557.0,27071.4,257746.40000000029
2023-05-15,27071.4,27550.0,26694.4,27383.0,389092.07800000004
2023-05-16,27383.0,27650.0,26832.0,27027.9,427686.63599999994
2023-05-17,27027.9,27238.5,26527.5,26788.0,374586.40499999997
2023-05-18,26788.1,27500.0,26730.0,27075.2,482527.9040000007
2023-05-19,27075.2,27180.0,26335.3,26869.9,516130.5529999991
2023-05-20,26870.0,26969.8,26763.2,26936.0,132008.34299999996
2023-05-21,26936.0,27288.0,26750.0,26885.0,245669.46400000015
2023-05-22,26885.1,27097.8,26500.0,26863.2,333850.6639999997
2023-05-23,26863.3,27527.5,26765.0,27310.7,352687.8810000002
2023-05-24,27310.8,27319.4,26060.0,26306.9,491718.2509999998
2023-05-25,26306.9,26489.5,25850.0,26216.9,406533.1449999996
2023-05-26,26216.9,26925.0,26193.5,26737.5,352810.9440000007
2023-05-27,26737.5,26829.0,26528.6,26682.1,183676.37199999986
2023-05-28,26682.2,27387.0,26605.0,27264.1,270547.5729999999
2023-05-29,27264.1,28442.0,27200.1,27622.1,524271.6440000004
2023-05-30,27622.0,28038.6,27513.5,27665.0,365012.5589999998
2023-05-31,27665.0,27849.8,26835.5,26900.1,458191.48999999935
2023-06-01,26900.0,27347.9,26600.0,26884.2,355010.23200000013
2023-06-02,26884.2,27249.3,26477.6,27081.3,452951.78099999996
2023-06-03,27081.3,27340.2,26985.1,27292.7,182471.54199999972
2023-06-04,27292.8,27312.0,26900.0,27166.9,204084.04700000014
2023-06-05,27167.0,27460.0,25971.0,25991.9,472630.74899999984
2023-06-06,25991.9,26139.0,25321.6,26051.2,697580.8169999999
2023-06-07,26051.2,27394.4,26051.2,26333.9,878350.6169999992
2023-06-08,26333.9,26800.0,26111.0,26705.9,394164.5980000004
2023-06-09,26705.8,26775.0,26236.0,26465.1,304164.4020000001
2023-06-10,26465.2,26525.0,25445.0,25620.0,437446.5849999996
2023-06-11,25619.9,26144.0,25300.0,25741.2,353645.97999999986
2023-06-12,25741.1,26199.0,25600.0,25809.3,373886.9650000002
2023-06-13,25809.3,26430.5,25640.0,25750.9,442292.7040000007
2023-06-14,25750.9,26077.0,25727.0,25976.4,211766.22900000014
2023-06-15,25976.4,26099.3,24777.0,24948.4,578716.0569999991
2023-06-16,24948.4,25896.0,24918.2,25832.4,504556.47799999954
2023-06-17,25832.4,26900.0,25756.0,26399.9,506917.65600000013
2023-06-18,26399.9,26675.1,26364.3,26547.5,181974.88599999988
2023-06-19,26547.5,26709.4,26230.9,26431.1,255739.38300000047
2023-06-20,26431.1,27177.3,26290.3,27054.2,552016.5079999998
2023-06-21,27054.3,30018.3,26983.3,29837.0,1140623.6730000009
2023-06-22,29836.9,30822.0,29500.1,29837.3,861747.2959999995
2023-06-23,29837.3,31500.0,29792.0,31232.9,549689.4009999998
2023-06-24,31232.9,31440.5,30262.0,30390.9,485428.8019999988
2023-06-25,30390.8,31053.2,30222.0,30574.1,303372.59799999965
2023-06-26,30574.1,30667.3,29920.0,30400.5,367901.616
2023-06-27,30400.7,30998.5,29890.1,30487.4,441986.02800000017
2023-06-28,30487.4,30762.4,29992.5,30399.8,374116.0300000001
2023-06-29,30399.8,30837.0,29804.6,30468.3,426134.6239999997
2023-06-30,30468.2,31300.0,29500.0,30052.0,716490.8439999993
2023-07-01,30052.0,30729.5,29908.3,30561.5,300683.91600000026
2023-07-02,30561.5,30650.0,30149.9,30491.4,144661.40999999997
2023-07-03,30491.4,31179.0,30358.3,31068.0,310740.5800000001
2023-07-04,31068.0,31395.2,30810.2,30959.3,352913.2539999997
2023-07-05,30959.3,31145.0,30175.8,30345.0,341773.7349999994
2023-07-06,30345.1,31568.0,29865.0,30390.3,659265.8739999995
2023-07-07,30390.3,30450.7,29680.0,30375.4,407274.2939999996
2023-07-08,30375.5,30443.6,30100.0,30196.7,153570.84799999977
2023-07-09,30196.8,30443.4,30026.8,30336.8,159824.90299999996
2023-07-10,30336.9,30359.7,29928.8,30297.6,233744.0750000003
2023-07-11,30297.5,31040.0,30100.0,30585.5,468330.39999999973
2023-07-12,30585.5,30980.5,30383.9,30510.2,390885.02100000024
2023-07-13,30510.1,31205.3,30186.0,30915.4,404726.55100000004
2023-07-14,30915.5,31850.0,30700.0,31236.5,616764.7960000003
2023-07-15,31236.6,31272.7,29876.6,30290.5,411946.8650000005
2023-07-16,30290.4,30441.6,30050.0,30366.0,145610.8300000001
2023-07-17,30365.9,30391.8,29910.0,30163.4,224973.04300000006
2023-07-18,30163.4,30282.9,29630.0,29895.1,395661.85799999966
2023-07-19,29895.1,30178.5,29400.0,29939.8,329950.14400000003
2023-07-20,29939.7,30420.0,29600.0,29792.8,387510.99500000017
2023-07-21,29792.9,29949.5,29468.8,29852.0,247176.44199999984
2023-07-22,29852.0,30056.2,29762.0,29883.9,172990.20899999983
2023-07-23,29883.9,29974.6,29602.2,29886.0,145830.54499999993
2023-07-24,29885.9,30368.2,28830.0,29085.8,504021.4369999994
2023-07-25,29085.9,29333.0,28982.5,29167.0,206477.11500000034
2023-07-26,29167.0,29414.6,29083.0,29307.2,183686.97499999998
2023-07-27,29307.3,29670.5,29172.0,29278.0,324345.7830000006
2023-07-28,29278.0,29535.7,29065.5,29379.0,244952.0700000002
2023-07-29,29379.0,29397.9,29180.6,29284.8,125706.5539999999
2023-07-30,29284.8,29442.5,29211.2,29337.1,103446.931
2023-07-31,29337.2,29525.8,29006.0,29231.3,235310.616
2023-08-01,29231.3,29337.3,28550.0,28942.9,329911.42799999996
2023-08-02,28943.0,30059.9,28850.2,29312.6,547830.2559999998
2023-08-03,29312.5,29440.0,28906.3,29244.4,310350.59799999977
2023-08-04,29244.4,29359.9,29079.6,29258.8,200881.51400000023
2023-08-05,29258.8,29273.6,28780.0,29032.4,174150.66400000008
2023-08-06,29032.5,29132.0,28978.5,29001.0,72637.33699999996
2023-08-07,29001.1,29220.7,28771.0,28853.2,210043.0120000001
2023-08-08,28853.2,29666.0,28682.3,29517.5,364537.7500000003
2023-08-09,29517.5,30250.0,29516.1,29749.4,460561.442
2023-08-10,29749.3,29764.9,29362.0,29452.8,307598.73799999995
2023-08-11,29452.9,29565.1,29303.7,29383.0,186951.41100000008
2023-08-12,29382.9,29450.0,29220.0,29426.0,91216.40800000013
2023-08-13,29426.0,29470.0,29343.8,29362.8,55261.27600000004
2023-08-14,29362.8,29665.0,29070.0,29592.9,241406.3520000002
2023-08-15,29592.8,29686.7,29233.0,29315.2,196989.19100000017
2023-08-16,29315.1,29358.9,29030.0,29098.0,217477.34399999992
2023-08-17,29097.9,29229.6,27855.0,27920.9,506715.399
2023-08-18,27920.9,28078.0,24581.0,25993.1,852833.2679999988
2023-08-19,25993.1,26300.0,25600.0,26201.0,332365.98999999947
2023-08-20,26201.0,26269.4,25948.5,26095.0,148978.13699999996
2023-08-21,26095.0,26285.0,25800.0,25925.1,223314.27399999992
2023-08-22,25925.1,26280.0,25900.0,25923.0,153385.6280000002
2023-08-23,25923.0,26187.0,25280.0,26134.3,411512.5970000001
2023-08-24,26134.3,26806.0,25972.5,25987.3,407592.54399999965
2023-08-25,25987.3,26300.0,25754.4,25917.4,310716.6449999999
2023-08-26,25917.3,26129.4,25820.0,26040.2,111181.43399999985
2023-08-27,26040.2,26173.6,25955.6,26110.8,68993.97500000008
2023-08-28,26110.9,26244.6,25850.4,26093.3,186610.07800000004
2023-08-29,26093.4,27690.0,25902.2,27411.4,506116.5880000002
2023-08-30,27411.4,28168.0,26950.0,27192.0,512053.6819999998
2023-08-31,27191.9,27674.3,26733.8,26909.5,253075.87099999998
2023-09-01,26909.4,26913.9,25555.0,25798.0,502607.6770000007
2023-09-02,25798.0,25975.0,25312.0,25880.0,249046.0700000002
2023-09-03,25880.1,26115.0,25750.9,25858.2,107331.91100000002
2023-09-04,25858.2,26135.2,25707.5,25803.9,168456.1430000001
2023-09-05,25803.9,25936.9,25531.2,25747.9,209145.27600000004
2023-09-06,25747.9,25858.5,25530.0,25576.3,142943.23800000016
2023-09-07,25576.3,26052.0,25326.0,25766.7,241090.06600000005
2023-09-08,25766.7,26451.0,25630.0,25829.8,363524.20200000075
2023-09-09,25829.9,25923.1,25707.0,25881.9,100549.35900000007
2023-09-10,25881.9,25940.6,25702.0,25764.1,85150.99899999995
2023-09-11,25764.1,26037.3,24915.0,25102.5,415448.2089999999
2023-09-12,25102.4,26397.0,24888.0,26192.4,523831.62400000024
2023-09-13,26192.3,26580.0,25750.0,26229.1,419850.6619999996
2023-09-14,26229.2,26790.0,26038.0,26679.9,377469.40799999976
2023-09-15,26680.0,26880.0,26206.6,26311.1,254558.45200000002
2023-09-16,26311.1,26890.0,26301.9,26493.6,202565.09200000024
2023-09-17,26493.6,26614.3,26400.0,26537.0,99217.1640000001
2023-09-18,26536.9,27397.0,26358.6,27258.8,354763.5860000002
2023-09-19,27258.8,27480.0,26611.2,27413.4,483404.7620000005
2023-09-20,27413.3,27472.5,26923.3,27168.7,307082.7939999992
2023-09-21,27168.7,27297.9,26360.1,26567.7,415397.9619999994
2023-09-22,26567.6,26737.7,26452.9,26619.9,182520.1820000003
2023-09-23,26619.9,26632.5,26468.5,26567.5,85208.6819999998
2023-09-24,26567.4,26620.6,26529.6,26566.0,51474.71599999995
2023-09-25,26566.0,26739.9,25965.0,26230.9,305982.14600000065
2023-09-26,26231.0,26440.0,26073.8,26114.8,197531.53499999997
2023-09-27,26114.8,26849.9,26050.0,26293.4,347864.8589999993
2023-09-28,26293.4,27075.0,26100.0,27012.3,321440.54199999996
2023-09-29,27012.3,27308.7,26625.0,26874.8,403069.5839999999
2023-09-30,26874.9,27085.0,26731.0,26986.2,109862.65200000012
2023-10-01,26986.2,27279.5,26929.8,27135.8,129741.13499999978
2023-10-02,27135.8,28613.0,27015.0,28015.0,514656.1969999999
2023-10-03,28015.0,28115.0,27212.3,27332.0,406005.6089999997
2023-10-04,27332.1,27627.6,27123.0,27388.3,270163.53500000003
2023-10-05,27388.3,28110.0,27380.0,27540.0,374047.367
2023-10-06,27540.0,28035.6,27156.0,27926.5,405798.6340000001
2023-10-07,27926.6,28450.0,27773.0,27926.4,222582.45000000004
2023-10-08,27926.5,28082.0,27671.0,27883.5,162900.31100000005
2023-10-09,27883.5,27977.0,27358.2,27433.0,245115.3760000001
2023-10-10,27433.1,27739.6,27250.0,27395.5,283300.4440000001
2023-10-11,27395.6,27503.7,26700.0,26769.1,338602.4700000001
2023-10-12,26769.2,26939.0,26525.0,26665.4,267602.5599999997
2023-10-13,26665.4,26972.8,26534.8,26693.0,198959.4539999998
2023-10-14,26692.9,27120.8,26675.0,26927.9,174863.989
2023-10-15,26927.9,26958.0,26773.1,26885.6,76700.09099999993
2023-10-16,26885.7,30720.0,26880.0,28054.0,786263.8249999993
2023-10-17,28054.1,28797.9,28050.0,28445.8,387412.72899999935
2023-10-18,28445.7,29100.0,28126.6,28235.3,310922.2840000003
2023-10-19,28235.4,28801.6,28076.0,28659.5,267953.1369999998
2023-10-20,28659.5,30243.0,28436.8,29538.7,602786.7239999992
2023-10-21,29538.7,29973.9,29304.0,29916.5,206929.89200000005
2023-10-22,29916.4,30374.6,29606.6,29815.3,270781.25799999986
2023-10-23,29815.3,30990.0,29698.0,30864.1,446951.14699999976
2023-10-24,30864.1,35981.9,30356.3,33674.0,1307734.7970000026
2023-10-25,33673.9,35035.0,33379.2,34841.4,525000.5149999998
2023-10-26,34841.5,35154.3,33830.0,34050.0,404436.1989999998
2023-10-27,34050.1,34287.5,33750.0,34010.9,259944.16599999968
2023-10-28,34010.8,34535.8,33350.0,34199.9,216645.18399999998
2023-10-29,34200.0,34579.7,33933.0,34462.5,125826.16399999993
2023-10-30,34462.6,34888.2,34104.0,34664.5,267447.6599999998
2023-10-31,34664.5,34664.5,34016.8,34290.2,274167.94599999994
2023-11-01,34290.3,35249.0,34076.0,34296.9,346332.5790000005
2023-11-02,34296.9,35999.9,34288.8,34645.2,510426.37899999996
2023-11-03,34645.1,35099.0,34123.0,34759.5,332771.083
2023-11-04,34759.5,35111.0,34304.1,34709.8,170294.75100000008
2023-11-05,34709.9,35350.0,34685.1,34893.9,174425.56500000015
2023-11-06,34893.9,35455.2,34356.0,35094.5,254632.5069999997
2023-11-07,35094.5,35172.9,34520.3,34728.4,197154.86899999998
2023-11-08,34728.5,35921.7,34560.0,35231.3,324043.19700000103
2023-11-09,35231.4,38499.9,35194.3,37141.5,724025.9880000005
2023-11-10,37141.5,37277.1,35304.0,37092.6,475706.3959999993
2023-11-11,37092.6,37570.0,36921.1,37071.5,195618.2720000003
2023-11-12,37071.5,37258.4,36588.0,37178.3,139946.9450000001
2023-11-13,37178.3,37464.8,36546.5,36871.7,199804.46400000007
2023-11-14,36871.7,37074.3,35665.2,36168.7,302068.71500000026
2023-11-15,36168.8,36449.0,34446.3,36412.1,349390.964
2023-11-16,36412.2,38000.0,36251.0,36423.1,529376.3639999994
2023-11-17,36423.3,36687.4,35486.1,36059.0,361829.171
2023-11-18,36059.1,37020.5,35917.1,36671.9,197683.11900000012
2023-11-19,36672.0,36900.0,36380.0,36575.1,115274.62299999982
2023-11-20,36575.1,37528.2,36515.5,37475.1,255249.59399999995
2023-11-21,37475.0,37784.7,36212.2,36975.9,376533.7260000003
2023-11-22,36975.8,37531.0,35610.7,36480.5,392142.3969999998
2023-11-23,36480.6,37880.0,36371.2,36954.1,300277.6319999995
2023-11-24,36954.1,38425.0,36921.6,38217.3,292818.56299999985
2023-11-25,38217.3,38351.2,37551.0,37697.8,164182.17100000003
2023-11-26,37697.7,37886.5,37248.0,37418.0,111543.36700000004
2023-11-27,37418.0,37744.9,36725.1,36743.2,269486.81999999995
2023-11-28,36743.3,37568.6,36700.0,37502.2,216959.7670000002
2023-11-29,37502.1,38500.0,37502.1,37817.6,384380.9400000005
2023-11-30,37817.6,38132.0,37442.9,37614.0,216217.56999999995
2023-12-01,37613.9,38844.0,37520.0,38401.5,273679.15000000026
2023-12-02,38401.4,38989.0,38383.0,38787.0,171568.9990000003
2023-12-03,38786.9,39900.0,38688.1,39758.5,256045.00400000007
2023-12-04,39758.5,42179.0,39420.8,41280.8,574540.0920000004
2023-12-05,41280.9,42542.0,41186.8,42266.7,349971.7469999999
2023-12-06,42266.8,44528.1,42124.6,43795.3,663374.8220000004
2023-12-07,43795.3,44173.7,42815.0,43679.8,335485.88899999985
2023-12-08,43680.0,44081.6,43091.5,43778.5,264651.566
2023-12-09,43778.6,44779.3,43650.0,44088.0,249490.88899999985
2023-12-10,44088.0,44140.0,43555.0,43945.4,148888.9440000001
2023-12-11,43945.3,44099.2,40272.1,41824.7,428598.6380000008
2023-12-12,41824.6,42125.0,40228.3,41376.6,474014.01600000047
2023-12-13,41376.7,41979.0,40556.0,41960.0,332451.43900000036
2023-12-14,41960.0,43517.6,41140.0,42454.1,440787.2680000003
2023-12-15,42454.1,43450.1,41668.0,41930.3,290081.58799999993
2023-12-16,41930.4,42640.8,41638.1,42631.7,186719.19600000067
2023-12-17,42631.6,42756.7,41496.0,41828.5,173611.54800000013
2023-12-18,41828.5,42476.0,40553.8,41288.0,354255.04100000067
2023-12-19,41288.0,43550.0,41170.0,42512.8,335457.87299999926
2023-12-20,42512.9,44384.6,41835.4,44079.0,345212.5420000001
2023-12-21,44078.9,44290.0,43260.1,43857.7,324475.48300000024
2023-12-22,43857.7,44484.0,43390.0,43699.9,271210.4130000001
2023-12-23,43699.9,44086.0,43304.2,43782.0,148971.62999999992
2023-12-24,43782.0,43994.8,43421.0,43707.0,117399.67800000004
2023-12-25,43707.1,43850.0,42550.0,43661.0,217711.07000000024
